StartEffDate,EndEffDate,Cost,City,County,State,Zip,Svc Type,Mat,Sched,TempOrPerm,Container,Size
5/16/2021,NULL,2025,JACKSONVILLE,Duval,FL,32256,DSP,T,SOC,Permanent,CMP,YRDS-40
5/17/2021,5/21/2021,235,DES MOINES,Polk,IA,50314,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/21/2021,224.4,HUMBLE,Harris,TX,77338,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,367,BEAUMONT,Jefferson,TX,77705,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/21/2021,340,THORNTON,Adams,CO,80229,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/27/2021,415,EVANS,Weld,CO,80620,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,422.1,SACRAMENTO,Sacramento,CA,95815,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/27/2021,384.9,SAUGUS,Essex,MA,1906,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/27/2021,212.1,PHILADELPHIA,Philadelphia,PA,19149,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,161,DULLES,Loudoun,VA,20166,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/28/2021,170,ROUND LAKE BEACH,Lake,IL,60073,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/31/2021,105.72,PHOENIX,Maricopa,AZ,85044,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/31/2021,175.51,NEW HARTFORD,Oneida,NY,13413,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/21/2021,400,LAS VEGAS,Clark,NV,89109,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,397,OWENSBORO,Daviess,KY,42303,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,140,SALINA,Saline,KS,67401,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,200,LEXINGTON,Lexington City,VA,24450,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/27/2021,250,MACON,Bibb,GA,31204,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/26/2021,290,FRESNO,Fresno,CA,93726,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,220,GALESBURG,Knox,IL,61401,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,365,BATON ROUGE,East Baton Rouge,LA,70815,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,435,HOUMA,Terrebonne,LA,70360,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,198.28,QUEENSBURY,Warren,NY,12804,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/21/2021,395,LUMBERTON,Robeson,NC,28358,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,218.92,CARLISLE,Cumberland,PA,17013,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,387.27,ANN ARBOR,Washtenaw,MI,48103,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/26/2021,736.16,ARDMORE,Carter,OK,73401,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/19/2021,304.19,SEEKONK,Bristol,MA,2771,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/31/2021,207.74,SAN ANGELO,Tom Green,TX,76901,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/24/2021,275,GLASTONBURY,Hartford,CT,6033,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/28/2021,295,LONG ISLAND CITY,Queens,NY,11101,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/28/2021,295,GLENDALE,Queens,NY,11385,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/28/2021,275,STAMFORD,Fairfield,CT,6902,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/31/2021,200,JONESBORO,Craighead,AR,72404,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/28/2021,200,JOHNSON CITY,Broome,NY,13790,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/28/2021,300,RIVERHEAD,Suffolk,NY,11901,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,225,NEWARK,New Castle,DE,19713,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,225,NEWARK,New Castle,DE,19713,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,225,CLAYMONT,New Castle,DE,19703,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,225,CLAYMONT,New Castle,DE,19703,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/28/2021,225,POOLER,Chatham,GA,31322,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,291.74,CHICAGO,Cook,IL,60618,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,468.69,EAST HANOVER,Morris,NJ,7936,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,285,FAIRLESS HILLS,Bucks,PA,19030,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,251.2,SIOUX FALLS,Minnehaha,SD,57106,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,305.13,SALISBURY,Wicomico,MD,21804,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,188.46,COLORADO SPRINGS,El Paso,CO,80906,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,5/25/2021,370.04,WILKES BARRE,Luzerne,PA,18702,H,T,OC,Temporary,OT,YRDS-30
5/17/2021,6/30/2021,75.21,CHESAPEAKE,Chesapeake City,VA,23323,DSP,C&D,SOC,Permanent,OT,YRDS-40
5/17/2021,5/28/2021,73.47,WOODLAND HILLS,Los Angeles,CA,91367,DSP,C&D,SOC,Temporary,OT,YRDS-40
5/17/2021,7/31/2021,81,AUBURN,Worcester,MA,1501,DSP,C&D,SOC,Seasonal,OT,YRDS-30
5/17/2021,5/22/2021,130,MARIETTA,Cobb,GA,30066,DSP,T,SOC,Temporary,OT,YRDS-30
5/17/2021,NULL,68,PHILADELPHIA,Philadelphia,PA,19107,DSP,T,SOC,Permanent,CMP,YRDS-20
5/18/2021,5/25/2021,305.07,BRICK,Ocean,NJ,8723,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,548.65,GEISMAR,Ascension,LA,70734,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/21/2021,405.06,COVINA,Los Angeles,CA,91724,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/20/2021,895,BROOKLYN,Kings,NY,11234,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,245,HAMILTON,Butler,OH,45013,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,225,MADISON HEIGHTS,Amherst,VA,24572,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,200,RAPID CITY,Pennington,SD,57701,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/25/2021,282.88,SCRANTON,Lackawanna,PA,18508,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,347.45,SARATOGA SPRINGS,Saratoga,NY,12866,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,602.38,COOKEVILLE,Putnam,TN,38501,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,194,WICHITA,Sedgwick,KS,67209,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,226.45,CHAMBERSBURG,Franklin,PA,17202,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,232.13,HOUSTON,Harris,TX,77077,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,310,EAST PEORIA,Tazewell,IL,61611,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/24/2021,352,CLINTON,Sampson,NC,28328,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/21/2021,136,SAINT PETERS,Saint Charles,MO,63376,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/25/2021,300,COPIAGUE,Suffolk,NY,11726,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/25/2021,274,CHARLOTTE,Mecklenburg,NC,28273,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/25/2021,285,PATERSON,Passaic,NJ,7514,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/25/2021,125,HAMPTON,Hampton City,VA,23666,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/25/2021,297.9,ELK GROVE VILLAGE,Cook,IL,60007,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/25/2021,341.4,ROCHESTER,Olmsted,MN,55901,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/25/2021,513.35,FRANKLIN,Williamson,TN,37067,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,5/25/2021,511.55,FORT WAYNE,Allen,IN,46804,H,T,OC,Temporary,OT,YRDS-30
5/18/2021,6/14/2021,315,RAVENA,Albany,NY,12143,DSP,C&D,SOC,Temporary,OT,YRDS-40
5/18/2021,NULL,20,BLOOMSDALE,Sainte Genevieve,MO,63627,DSP,SSR,SOC,Permanent,OT,YRDS-10
5/18/2021,NULL,59,RAPID CITY,Pennington,SD,57702,DSP,T,SOC,Permanent,CMP,YRDS-34
5/18/2021,5/20/2021,60,JEFFERSON,Jackson,GA,30549,DSP,T,SOC,Temporary,OT,YRDS-40
5/18/2021,9/30/2021,105.91,WEST HARTFORD,Hartford,CT,6110,DSP,T,SOC,Permanent,CMP,YRDS-42
5/18/2021,NULL,243.75,COLUMBUS,Franklin,OH,43207,DSP,T,SOC,Permanent,CMP,YRDS-42
5/19/2021,5/25/2021,436.56,ALBANY,Livingston,LA,70711,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/24/2021,158.76,COOLIDGE,Pinal,AZ,85128,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/24/2021,250,WELLINGTON,Larimer,CO,80549,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/21/2021,388.74,MILLINGTON,Shelby,TN,38053,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/21/2021,233,STONE MOUNTAIN,De Kalb,GA,30083,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/24/2021,178.5,LAFAYETTE,Chambers,AL,36862,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/24/2021,225,QUITMAN,Brooks,GA,31643,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/24/2021,468.11,AUSTIN,Travis,TX,78744,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/26/2021,400,NAPERVILLE,Du Page,IL,60540,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/26/2021,249.74,DETROIT,Wayne,MI,48216,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/26/2021,326,FARGO,Cass,ND,58102,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/31/2021,361.24,RUSTON,Lincoln,LA,71270,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/21/2021,190,CORNELIUS,Mecklenburg,NC,28031,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/24/2021,583,CANTON,Norfolk,MA,2021,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/28/2021,205,CHARLESTON,Charleston,SC,29414,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/26/2021,397.88,CHICAGO,Cook,IL,60639,H,T,OC,Temporary,OT,YRDS-30
5/19/2021,5/24/2021,65,ATLANTA,Fulton,GA,30339,DSP,C&D,SOC,Temporary,OT,YRDS-30
5/19/2021,NULL,44.75,PANDORA,Putnam,OH,45877,DSP,T,SOC,Temporary,OT,YRDS-40
5/19/2021,6/8/2021,135.15,ATLANTA,Fulton,GA,30324,DSP,T,SOC,Temporary,OT,YRDS-30
5/19/2021,6/16/2021,150,MARIETTA,Cobb,GA,30067,DSP,T,SOC,Permanent,CMP,YRDS-40
5/19/2021,NULL,99,FORT LUPTON,Weld,CO,80621,DSP,T,SOC,Permanent,CMP,YRDS-30
5/20/2021,5/25/2021,160,COLUMBUS,Muscogee,GA,31903,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/27/2021,375,MONTEBELLO,Los Angeles,CA,90640,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/27/2021,160,EL PASO,El Paso,TX,79907,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/31/2021,187.75,KNOXVILLE,Knox,TN,37917,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/24/2021,213.71,SAN ANTONIO,Bexar,TX,78209,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/27/2021,153.96,Washington,Washington,PA,15301,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/26/2021,400,LAS VEGAS,Clark,NV,89109,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/20/2021,295,LONG ISLAND CITY,Queens,NY,11101,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/25/2021,295,JAMAICA,Queens,NY,11434,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/21/2021,225.36,CLARKSVILLE,Clark,IN,47129,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/29/2021,306.21,CHESAPEAKE,Chesapeake City,VA,23322,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/21/2021,353.31,SCHENECTADY,Schenectady,NY,12304,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,5/26/2021,275.1,GLENDALE,Denver,CO,80246,H,T,OC,Temporary,OT,YRDS-30
5/20/2021,6/30/2021,115.8,CHINA GROVE,Rowan,NC,28023,DSP,WD,SOC,Permanent,OT,YRDS-30
5/20/2021,NULL,32,DALLAS,Dallas,TX,75201,DSP,T,SOC,Temporary,OT,YRDS-30
5/20/2021,NULL,30.6,OCHELATA,Washington,OK,74051,DSP,T,SOC,Permanent,OT,YRDS-20
5/20/2021,9/30/2021,110.78,JERSEY CITY,Hudson,NJ,7302,DSP,T,SOC,Permanent,CMP,YRDS-30
5/20/2021,NULL,38,FRANKLIN,Williamson,TN,37064,DSP,T,SOC,Permanent,CMP,YRDS-34
5/20/2021,NULL,60,FORT COLLINS,Larimer,CO,80524,DSP,T,SOC,Permanent,CMP,YRDS-30
5/21/2021,5/26/2021,152.97,GREENDALE,Saint Louis,MO,63133,H,T,OC,Temporary,OT,YRDS-30
5/21/2021,5/25/2021,365,SILOAM SPRINGS,Benton,AR,72761,H,T,OC,Temporary,OT,YRDS-30
5/21/2021,5/24/2021,300,COMMERCE CITY,Adams,CO,80022,H,T,OC,Temporary,OT,YRDS-30
5/21/2021,5/24/2021,895,BROOKLYN,Kings,NY,11201,H,T,OC,Temporary,OT,YRDS-30
5/21/2021,5/28/2021,275,HOLYOKE,Hampden,MA,1041,H,T,OC,Temporary,OT,YRDS-30
5/21/2021,5/26/2021,577,MURRAY,Calloway,KY,42071,H,T,OC,Temporary,OT,YRDS-30
5/21/2021,5/25/2021,200,SAVANNAH,Chatham,GA,31404,H,T,OC,Temporary,OT,YRDS-30
5/21/2021,5/24/2021,406.4,FREDERICK,Frederick,MD,21704,H,T,OC,Temporary,OT,YRDS-30
5/21/2021,5/31/2021,42.8,SCOTTSDALE,Maricopa,AZ,85251,DSP,C&D,SOC,Permanent,OT,YRDS-40
5/21/2021,7/8/2021,136.5,TUKWILA,King,WA,98188,DSP,C&D,SOC,Temporary,OT,YRDS-40
5/21/2021,9/30/2021,180,WESTLAND,Wayne,MI,48185,DSP,T,SOC,Temporary,OT,YRDS-30
5/21/2021,6/28/2021,48,MECHANICSVILLE,Hanover,VA,23116,DSP,T,SOC,Temporary,OT,YRDS-20
5/21/2021,9/21/2021,49,CLERMONT,Lake,FL,34711,DSP,T,SOC,Temporary,OT,YRDS-30
5/22/2021,5/27/2021,100,OAKLAND,Garrett,MD,21550,H,T,OC,Temporary,OT,YRDS-30
5/22/2021,5/27/2021,275,HAZLET,Monmouth,NJ,7730,H,T,OC,Temporary,OT,YRDS-30
5/22/2021,5/28/2021,225,POOLER,Chatham,GA,31322,H,T,OC,Temporary,OT,YRDS-30
5/22/2021,NULL,130.83,HOLLYWOOD,Broward,FL,33312,DSP,C&D,SOC,Permanent,OT,YRDS-30
5/22/2021,NULL,90,HOLLYWOOD,Broward,FL,33019,DSP,SSR,SOC,Permanent,CMP,YRDS-36
5/22/2021,9/8/2021,31.62,EVERETT,Snohomish,WA,98208,DSP,C&D,SOC,Temporary,OT,YRDS-40
5/22/2021,6/1/2021,42.75,LEXINGTON,Fayette,KY,40517,DSP,T,SOC,Temporary,OT,YRDS-30
5/22/2021,NULL,302.1,BOSTON,Suffolk,MA,2210,DSP,T,SOC,Permanent,CMP,YRDS-35
5/22/2021,NULL,137.46,HOLLYWOOD,Broward,FL,33019,DSP,T,SOC,Permanent,CMP,YRDS-36
5/22/2021,NULL,99,LITTLETON,Jefferson,CO,80127,DSP,T,SOC,Permanent,CMP,YRDS-30
5/24/2021,5/24/2021,247,LEXINGTON,Davidson,NC,27295,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/28/2021,285,WAYNE,Passaic,NJ,7470,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/28/2021,531,BATON ROUGE,East Baton Rouge,LA,70802,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/27/2021,397.66,DETROIT,Wayne,MI,48207,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/27/2021,427.31,PENSACOLA,Escambia,FL,32503,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/27/2021,270,AMORY,Monroe,MS,38821,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/26/2021,225,DANBURY,Fairfield,CT,6810,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/27/2021,608,SAINT ROSE,Saint Charles,LA,70087,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/27/2021,163.55,MILWAUKEE,Milwaukee,WI,53225,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/28/2021,150,GRANDVILLE,Kent,MI,49418,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/28/2021,325,LONG ISLAND CITY,Queens,NY,11101,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/26/2021,457.1,AUGUSTA,Kennebec,ME,4330,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,5/31/2021,1150,DOUGLAS,Cochise,AZ,85607,H,T,OC,Temporary,OT,YRDS-30
5/24/2021,8/11/2021,29.3,SALT LAKE CITY,Salt Lake,UT,84104,DSP,C&D,SOC,Temporary,OT,YRDS-30
5/24/2021,8/11/2021,29.3,SALT LAKE CITY,Salt Lake,UT,84104,DSP,C&D,SOC,Temporary,OT,YRDS-30
5/24/2021,8/10/2021,29.3,SALT LAKE CITY,Salt Lake,UT,84104,DSP,C&D,SOC,Temporary,OT,YRDS-30
5/24/2021,8/11/2021,29.3,SALT LAKE CITY,Salt Lake,UT,84104,DSP,C&D,SOC,Temporary,OT,YRDS-30
5/24/2021,NULL,80,COTTAGE GROVE,Washington,MN,55016,DSP,C&D,SOC,Permanent,OT,YRDS-40
5/24/2021,5/24/2021,120.75,CAROLINA,Carolina,PR,984,DSP,T,SOC,Permanent,OT,YRDS-20
5/24/2021,NULL,44.5,SHREVEPORT,Caddo,LA,71108,DSP,T,SOC,Permanent,OT,YRDS-40
5/24/2021,NULL,92.7,ATLANTIC CITY,Atlantic,NJ,8401,DSP,T,SOC,Permanent,OT,YRDS-15
5/24/2021,NULL,92.7,ATLANTIC CITY,Atlantic,NJ,8401,DSP,T,SOC,Permanent,OT,YRDS-15
5/24/2021,6/29/2021,53.1,MCCLELLAN,Sacramento,CA,95652,DSP,T,SOC,Temporary,OT,YRDS-20
5/24/2021,10/1/2021,123,GALESBURG,Knox,IL,61401,DSP,T,SOC,Temporary,OT,YRDS-30
5/24/2021,11/30/2021,68.76,CUYAHOGA FALLS,Summit,OH,44223,DSP,T,SOC,Permanent,OT,YRDS-40
5/24/2021,11/30/2021,68.76,CUYAHOGA FALLS,Summit,OH,44223,DSP,T,SOC,Permanent,OT,YRDS-40
5/24/2021,11/30/2021,68.76,CUYAHOGA FALLS,Summit,OH,44223,DSP,T,SOC,Permanent,OT,YRDS-40
5/24/2021,NULL,43.05,AUSTIN,Travis,TX,78744,DSP,T,SOC,Permanent,OT,YRDS-40
5/25/2021,5/31/2021,210.53,PHOENIX,Maricopa,AZ,85035,H,T,OC,Temporary,OT,YRDS-30
5/25/2021,5/31/2021,207,FAYETTEVILLE,Fayette,GA,30215,H,T,OC,Temporary,OT,YRDS-30
5/25/2021,5/28/2021,225,NATICK,Middlesex,MA,1760,H,T,OC,Temporary,OT,YRDS-30
5/25/2021,5/27/2021,185,RINGGOLD,Catoosa,GA,30736,H,T,OC,Temporary,OT,YRDS-30
5/25/2021,5/28/2021,297.12,ATLANTA,De Kalb,GA,30345,H,T,OC,Temporary,OT,YRDS-30
5/25/2021,6/2/2021,180,ATLANTA,Fulton,GA,30324,DSP,T,SOC,Temporary,OT,YRDS-30
5/25/2021,NULL,105,CAROLINA,Carolina,PR,984,DSP,T,SOC,Permanent,OT,YRDS-20
5/25/2021,6/22/2021,60,APPOMATTOX,Appomattox,VA,24522,DSP,T,SOC,Temporary,OT,YRDS-30
5/25/2021,6/24/2021,110,HILO,Hawaii,HI,96720,DSP,T,SOC,Permanent,CMP,YRDS-40
5/25/2021,6/30/2021,86.4,LOUISVILLE,Jefferson,KY,40258,DSP,T,SOC,Permanent,CMP,YRDS-40
5/25/2021,NULL,105,COLORADO SPRINGS,El Paso,CO,80919,DSP,T,SOC,Permanent,CMP,YRDS-34
5/26/2021,5/31/2021,214,ATLANTA,Fulton,GA,30331,H,T,OC,Temporary,OT,YRDS-30
5/26/2021,5/28/2021,200,BUFFALO,Erie,NY,14225,H,T,OC,Temporary,OT,YRDS-30
5/26/2021,5/28/2021,225,QUITMAN,Brooks,GA,31643,H,T,OC,Temporary,OT,YRDS-30
5/26/2021,5/29/2021,950,KEY LARGO,Monroe,FL,33037,H,T,OC,Temporary,OT,YRDS-30
5/26/2021,5/27/2021,210,PINE BLUFF,Jefferson,AR,71603,H,T,OC,Temporary,OT,YRDS-30
5/26/2021,5/31/2021,206.98,ROMEOVILLE,Will,IL,60446,H,T,OC,Temporary,OT,YRDS-30
5/26/2021,NULL,140,KENNESAW,Cobb,GA,30144,DSP,T,SOC,Permanent,OT,YRDS-30
5/26/2021,10/31/2021,98.8,EAST HAVEN,New Haven,CT,6512,DSP,T,SOC,Permanent,CMP,YRDS-40
5/26/2021,NULL,48.1,CHICAGO,Cook,IL,60603,DSP,T,SOC,Permanent,CMP,YRDS-30
5/26/2021,NULL,41,RALEIGH,Wake,NC,27604,DSP,T,SOC,Temporary,OT,YRDS-30
5/26/2021,6/30/2021,50.5,PINEVILLE,Mecklenburg,NC,28134,DSP,T,SOC,Permanent,OT,YRDS-30
5/27/2021,5/28/2021,460,KENOSHA,Kenosha,WI,53143,H,T,OC,Temporary,OT,YRDS-30
5/27/2021,5/29/2021,471.95,KENNER,Jefferson,LA,70062,H,T,OC,Temporary,OT,YRDS-30
5/27/2021,7/19/2021,126,MURFREESBORO,Rutherford,TN,37129,DSP,C&D,SOC,Temporary,OT,YRDS-40
5/27/2021,NULL,41.63,KENNESAW,Cobb,GA,30144,DSP,T,SOC,Permanent,CMP,YRDS-40
5/27/2021,NULL,35,ROCK ISLAND,Rock Island,IL,61201,DSP,T,SOC,Permanent,OT,YRDS-20
5/27/2021,8/31/2021,27.5,LOUISVILLE,Jefferson,KY,40245,DSP,T,SOC,Permanent,CMP,YRDS-40
5/27/2021,8/31/2021,283.44,THOMSON,McDuffie,GA,30824,DSP,T,SOC,Permanent,CMP,YRDS-40
5/27/2021,NULL,90,GOLDEN,Jefferson,CO,80401,DSP,T,SOC,Permanent,CMP,YRDS-30
5/27/2021,6/30/2021,32.26,BEAUMONT,Jefferson,TX,77707,DSP,T,SOC,Permanent,OT,YRDS-30
5/27/2021,6/30/2021,48.59,NAPERVILLE,Du Page,IL,60540,DSP,T,SOC,Permanent,CMP,YRDS-42
5/28/2021,9/30/2021,50,COLUMBIA,Richland,SC,29201,DSP,WD,SOC,Temporary,OT,YRDS-30
5/28/2021,11/1/2021,129.03,PORTLAND,Multnomah,OR,97220,DSP,WD,SOC,Permanent,OT,YRDS-40
5/28/2021,6/11/2021,180,LAKE ORION,Oakland,MI,48362,DSP,T,SOC,Temporary,OT,YRDS-30
5/28/2021,9/28/2021,45,LEBANON,Boone,IN,46052,DSP,T,SOC,Temporary,OT,YRDS-30
5/28/2021,10/28/2021,54.25,MCMINNVILLE,Warren,TN,37110,DSP,T,SOC,Temporary,OT,YRDS-30
5/28/2021,NULL,50.25,LYNCHBURG,Lynchburg City,VA,24503,DSP,T,SOC,Permanent,CMP,YRDS-34
5/28/2021,NULL,105,MONUMENT,El Paso,CO,80132,DSP,T,SOC,Permanent,CMP,YRDS-30
5/28/2021,NULL,33,NEW ORLEANS,Orleans,LA,70130,DSP,T,SOC,Permanent,CMP,YRDS-35
5/31/2021,NULL,213.3,HOLLY HILL,Orangeburg,SC,29059,DSP,C&D,SOC,Permanent,OT,YRDS-30
5/31/2021,8/8/2021,45,DECATUR,De Kalb,GA,30030,DSP,SSR,SOC,Permanent,CMP,YRDS-34
5/31/2021,6/30/2021,98.8,DANBURY,Fairfield,CT,6810,DSP,T,SOC,Seasonal,CMP,YRDS-40
5/31/2021,6/20/2021,104.28,OKLAHOMA CITY,Oklahoma,OK,73129,DSP,T,SOC,Permanent,OT,YRDS-30
5/31/2021,NULL,216,CHESAPEAKE,Chesapeake City,VA,23320,DSP,T,SOC,Permanent,OT,YRDS-10
5/31/2021,6/17/2021,32.33,FORT GRATIOT,Saint Clair,MI,48059,DSP,T,SOC,Permanent,CMP,YRDS-42
6/1/2021,6/10/2021,195,CATOOSA,Rogers,OK,74015,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/4/2021,249.74,DETROIT,Wayne,MI,48207,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/15/2021,390.02,HOMESTEAD,Allegheny,PA,15120,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/4/2021,125,SALINA,Saline,KS,67401,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/10/2021,300,JONESBORO,Clayton,GA,30238,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/14/2021,695,RIVERTON,Salt Lake,UT,84065,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/7/2021,110,GREAT BEND,Barton,KS,67530,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/15/2021,195,AMHERST,Erie,NY,14228,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/2/2021,1091.98,MCALESTER,Pittsburg,OK,74501,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/7/2021,275,DERBY,New Haven,CT,6418,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/11/2021,1152.92,ANNISTON,Calhoun,AL,36206,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/14/2021,725,ELLENBURG DEPOT,Clinton,NY,12935,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/18/2021,295,SHREVEPORT,Caddo,LA,71118,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/22/2021,250,MACON,Bibb,GA,31206,H,T,OC,Temporary,OT,YRDS-30
6/1/2021,6/21/2021,195,MYRTLE BEACH,Horry,SC,29588,H,T,OC,Temporary,OT,YRDS-30
